source_id	source_status	support_target	edge_policy	r3_item	provenance_note
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	M-sec-supply_chain_attestation	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	M-sec-aibom_manifest	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	M-proto-mcp_adapter_manifest	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	M-proto-mcp_tool_inventory	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	M-proto-a2a_peer_manifest	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-1	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-3	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-4	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-5	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-6	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-8	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-9	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-14	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-18	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-19	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-20	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-21	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-22	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-23	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-24	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-25	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-collection	primary_url_confirmed	R2.12	current_r3_direct	INV-26	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	C6	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	C7	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	M-core-security_inventory	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	M-sec-taint_map	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	M-sec-worker_sandbox_policy	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	M-sec-spend_ledger	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	M-sec-local_ui_policy	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	M-sec-supply_chain_attestation	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	M-sec-aibom_manifest	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	M-proto-mcp_adapter_manifest	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	M-proto-mcp_tool_inventory	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	M-proto-a2a_peer_manifest	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-1	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-3	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-4	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-5	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-6	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-8	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-9	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-14	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-18	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-19	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-20	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-21	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-22	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-23	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-24	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-25	provenance/nsa-cisa-ncsc.md
ncsc-secure-ai-pdf	saved_pdf	R2.12	current_r3_direct	INV-26	provenance/nsa-cisa-ncsc.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	C6	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	C7	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	M-core-security_inventory	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	M-sec-taint_map	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	M-sec-worker_sandbox_policy	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	M-sec-spend_ledger	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	M-sec-local_ui_policy	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	M-sec-supply_chain_attestation	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	M-sec-aibom_manifest	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	M-proto-mcp_adapter_manifest	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	M-proto-mcp_tool_inventory	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	M-proto-a2a_peer_manifest	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-1	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-3	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-4	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-5	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-6	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-8	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-9	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-14	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-18	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-19	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-20	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-21	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-22	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-23	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-24	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-25	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	R2.12	current_r3_direct	INV-26	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	F-7	current_r3_direct	R3.9:OWASP_Agentic_2026	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	F-7	current_r3_direct	INV-1	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	F-7	current_r3_direct	INV-3	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	F-7	current_r3_direct	INV-4	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	F-7	current_r3_direct	INV-8	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	F-7	current_r3_direct	INV-9	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	F-7	current_r3_direct	INV-14	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	F-7	current_r3_direct	INV-18	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	F-7	current_r3_direct	INV-23	provenance/owasp-agentic-agentdojo.md
owasp-agentic-top10-2026	primary_url_confirmed	F-7	current_r3_direct	INV-25	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	C6	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	C7	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	M-core-security_inventory	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	M-sec-taint_map	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	M-sec-worker_sandbox_policy	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	M-sec-spend_ledger	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	M-sec-local_ui_policy	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	M-sec-supply_chain_attestation	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	M-sec-aibom_manifest	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	M-proto-mcp_adapter_manifest	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	M-proto-mcp_tool_inventory	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	M-proto-a2a_peer_manifest	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-1	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-3	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-4	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-5	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-6	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-8	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-9	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-14	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-18	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-19	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-20	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-21	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-22	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-23	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-24	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-25	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	R2.12	current_r3_direct	INV-26	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	F-7	current_r3_direct	R3.9:OWASP_Agentic_2026	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	F-7	current_r3_direct	INV-1	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	F-7	current_r3_direct	INV-3	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	F-7	current_r3_direct	INV-4	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	F-7	current_r3_direct	INV-8	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	F-7	current_r3_direct	INV-9	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	F-7	current_r3_direct	INV-14	provenance/owasp-agentic-agentdojo.md
owasp-aiuc-crosswalk	primary_url_confirmed	F-7	current_r3_direct	INV-18	provenance/owasp-agentic-agentdojo.md
